iata_code,name,municipality,iso_country,iso_region,type,latitude_deg,longitude_deg
LDU,Lahad Datu Airport,Lahad Datu,MY,MY-12,medium_airport,5.03241,118.32376
LDX,Saint-Laurent-du-Maroni Airport,Saint-Laurent-du-Maroni,GF,GF-SL,medium_airport,5.481891,-54.034964
LDY,City of Derry Airport,"Derry, Derry and Strabane",GB,GB-NIR,medium_airport,55.042801,-7.16111
LEA,Learmonth Airport,Exmouth,AU,AU-WA,medium_airport,-22.235201,114.090024
LEB,Lebanon Municipal Airport,Lebanon,US,US-NH,medium_airport,43.626098632799994,-72.30419921880001
LEC,Coronel Horácio de Mattos Airport,Lençóis,BR,BR-BA,small_airport,-12.4823,-41.277
LED,Pulkovo Airport,St. Petersburg,RU,RU-SPE,large_airport,59.800301,30.262501
LEI,Almería Airport,Almería,ES,ES-AN,medium_airport,36.843899,-2.3701
LEJ,Leipzig/Halle Airport,Schkeuditz,DE,DE-SN,large_airport,51.420657,12.232705
LEL,Lake Evella Airport,,AU,AU-NT,small_airport,-12.498900413513184,135.80599975585938
LEN,León Airport,La Virgen del Camino,ES,ES-CL,medium_airport,42.590709,-5.653406
LEQ,Land's End Airport,"Land's End, Cornwall",GB,GB-ENG,small_airport,50.102798,-5.67056
LER,Leinster Airport,,AU,AU-WA,medium_airport,-27.843299865722656,120.7030029296875
LET,Alfredo Vásquez Cobo International Airport,Leticia,CO,CO-AMA,medium_airport,-4.191147,-69.942003
LEU,Pirineus - la Seu d'Urgel Airport,La Seu d'Urgell Pyrenees and Andorra,ES,ES-CT,medium_airport,42.3386,1.40917
LEV,Levuka Airfield,Bureta,FJ,FJ-E,small_airport,-17.7110996246,178.759002686
LEX,Blue Grass Airport,Lexington,US,US-KY,medium_airport,38.035066,-84.606738
LFM,Lamerd Airport,Lamerd,IR,IR-07,medium_airport,27.3727,53.188801
LFQ,Linfen Yaodu Airport,Linfen (Yaodu),CN,CN-14,medium_airport,36.132629,111.641236
LFT,Lafayette Regional Airport,Lafayette,US,US-LA,medium_airport,30.205299,-91.987602
LFW,Lomé–Tokoin International Airport,Lomé,TG,TG-M,large_airport,6.16561,1.25451
LGA,LaGuardia Airport,New York,US,US-NY,large_airport,40.777199,-73.872597
LGB,Long Beach International Airport,Long Beach,US,US-CA,large_airport,33.816523,-118.149891
LGG,Liège Airport,Grâce-Hollogne,BE,BE-WLG,medium_airport,50.638574,5.443897
LGI,Deadman's Cay Airport,Deadman's Cay,BS,BS-LI,medium_airport,23.1790008545,-75.09359741210001
LGK,Langkawi International Airport,Langkawi,MY,MY-02,large_airport,6.32973,99.728699
LGL,Long Lellang Airport,Long Datih,MY,MY-13,small_airport,3.4210000038099997,115.153999329
LGW,London Gatwick Airport,London,GB,GB-ENG,large_airport,51.148744,-0.185739
LGZ,Shannan Longzi Airport,Shannan,CN,CN-54,small_airport,28.422422,92.348082
LHE,Allama Iqbal International Airport,Lahore,PK,PK-PB,large_airport,31.521601,74.403603
LHG,Lightning Ridge Airport,,AU,AU-NSW,medium_airport,-29.452857,147.977146
LHL,Lachin International Airport,Lachin,AZ,AZ-LAC,medium_airport,39.883787,46.363137
LHR,London Heathrow Airport,London,GB,GB-ENG,large_airport,51.470748,-0.459909
LHS,Las Heras Airport,Las Heras,AR,AR-Z,medium_airport,-46.538517,-68.965323
LHW,Lanzhou Zhongchuan International Airport,Lanzhou (Yongdeng),CN,CN-62,large_airport,36.515202,103.620003
LIF,Lifou Airport,Lifou,NC,NC-01,medium_airport,-20.774563,167.239328
LIG,Limoges Airport,Limoges/Bellegarde,FR,FR-NAQ,medium_airport,45.862801,1.17944
LIH,Lihue Airport,"Lihue, Kauai",US,US-HI,large_airport,21.974393,-159.337146
LIK,Likiep Airport,Likiep Island,MH,MH-LIK,small_airport,9.82316,169.307999
LIL,Lille Airport,Lesquin,FR,FR-HDF,large_airport,50.566564,3.102429
LIM,Jorge Chávez International Airport,Lima,PE,PE-LIM,large_airport,-12.0219,-77.114305
LIN,Milano Linate Airport,Segrate (MI),IT,IT-25,large_airport,45.445099,9.27674
LIO,Limón International Airport,Limón,CR,CR-L,medium_airport,9.95796,-83.022003
LIR,Daniel Oduber Quirós International Airport,Liberia,CR,CR-G,large_airport,10.5933,-85.544403
LIS,Lisbon Humberto Delgado Airport,Lisbon,PT,PT-11,large_airport,38.7813,-9.13592
LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,US-AR,medium_airport,34.729222,-92.223591
LIW,Loikaw Airport,Loikaw,MM,MM-12,medium_airport,19.691499710083008,97.21479797363281
LJG,Lijiang Sanyi International Airport,Lijiang,CN,CN-53,large_airport,26.677483,100.244944
LJU,Ljubljana Jože Pučnik Airport,Zgornji Brnik,SI,SI-012,large_airport,46.223701,14.4576
LKA,Larantuka Gewayentana Airport,Tiwatobi,ID,ID-NT,small_airport,-8.274424,123.002
LKB,Lakeba Island Airport,Lakeba Island,FJ,FJ-E,small_airport,-18.1991996765,-178.817001343
LKI,Lasikin Airport,Lubang,ID,ID-AC,small_airport,2.411328,96.327722
LKL,"Lakselv Airport, Banak",Lakselv,NO,NO-56,medium_airport,70.068802,24.973499
LKM,Bolaang Mongondow Airport,Lolak,ID,ID-SA,small_airport,0.88855,124.033634
LKN,Leknes Airport,Leknes,NO,NO-18,medium_airport,68.152496337891,13.609399795532
LKO,Chaudhary Charan Singh International Airport,Lucknow,IN,IN-UP,large_airport,26.760599,80.889297
LLA,Luleå Airport,Luleå,SE,SE-BD,large_airport,65.5438,22.122
LLB,Libo Airport,Qiannan (Libo),CN,CN-52,small_airport,25.4525,107.961667
LLF,Yongzhou Lingling Airport,Yongzhou,CN,CN-43,medium_airport,26.338661,111.610043
LLK,Lankaran International Airport,Lankaran,AZ,AZ-LA,small_airport,38.757919,48.807042
LLO,Bua - Palopo Lagaligo Airport,Palopo,ID,ID-SN,small_airport,-3.08227,120.244823
LLV,Lüliang Dawu Airport,Lüliang,CN,CN-61,medium_airport,37.683333,111.142778
LLW,Kamuzu International Airport,Lumbadzi,MW,MW-LI,large_airport,-13.7894,33.780998
LMA,Minchumina Airport,Minchumina,US,US-AK,small_airport,63.886002,-152.302002
LMC,La Macarena Airport,La Macarena,CO,CO-MET,small_airport,2.17565,-73.78674
LMM,Valle del Fuerte International Airport,Los Mochis,MX,MX-SIN,medium_airport,25.685503,-109.081159
LMN,Limbang Airport,Limbang,MY,MY-13,medium_airport,4.808300018310547,115.01000213623047
LMP,Lampedusa Airport,Lampedusa,IT,IT-82,medium_airport,35.497898,12.6181
LMY,Lake Murray Airport,Lake Murray,PG,PG-WPD,small_airport,-7.00992,141.494003
LNB,Lamen Bay Airport,Lamen Bay,VU,VU-SEE,small_airport,-16.584199905400002,168.158996582
LNE,Lonorore Airport,Lonorore,VU,VU-PAM,small_airport,-15.865599632299999,168.17199707
LNJ,Lincang Boshang Airport,Lincang,CN,CN-53,medium_airport,23.7381,100.025002
LNK,Lincoln Airport,Lincoln,US,US-NE,medium_airport,40.844882,-96.76178
LNL,Longnan Chengzhou Airport,Longnan (Cheng),CN,CN-62,medium_airport,33.789918,105.790014
LNO,Leonora Airport,Leonora,AU,AU-WA,medium_airport,-28.87809944152832,121.31500244140625
LNS,Lancaster Airport,Lancaster,US,US-PA,medium_airport,40.121700286865234,-76.29609680175781
LNU,Robert Atty Bessing,Malinau,ID,ID-KU,small_airport,3.575256,116.619769
LNV,Londolovit Airport,Londolovit,PG,PG-NIK,small_airport,-3.04361009598,152.628997803
LNY,Lanai Airport,Lanai City,US,US-HI,medium_airport,20.785675,-156.951324
LNZ,Linz-Hörsching Airport,Linz,AT,AT-4,large_airport,48.235362,14.188128
LOD,Longana Airport,Longana,VU,VU-PAM,small_airport,-15.3066997528,167.966995239
LOE,Loei Airport,,TH,TH-42,medium_airport,17.43910026550293,101.72200012207031
LOH,Ciudad de Catamayo Airport,La Toma (Catamayo),EC,EC-L,small_airport,-3.995606,-79.371902
LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,DZ-03,medium_airport,33.7644,2.92834
LOP,Lombok International Airport,"Mataram (Pujut, Lombok Tengah)",ID,ID-NB,large_airport,-8.759962,116.278169
LOS,Murtala Muhammed International Airport,Lagos,NG,NG-LA,large_airport,6.57737,3.32116
LPA,Gran Canaria Airport,Gran Canaria Island,ES,ES-CN,large_airport,27.9319,-15.3866
LPB,El Alto International Airport,La Paz / El Alto,BO,BO-L,large_airport,-16.510272,-68.189416
LPD,La Pedrera Airport,La Pedrera,CO,CO-AMA,small_airport,-1.324882,-69.581294
LPF,Liupanshui Yuezhao Airport,Liupanshui (Zhongshan),CN,CN-52,medium_airport,26.609417,104.979
LPI,Linköping City Airport,Linköping,SE,SE-E,large_airport,58.404909,15.684499
LPL,Liverpool John Lennon Airport,Liverpool,GB,GB-ENG,large_airport,53.334863,-2.849637
LPM,Lamap Airport,Lamap,VU,VU-MAP,small_airport,-16.4611228,167.829253
LPP,Lappeenranta Airport,Lappeenranta,FI,FI-02,large_airport,61.044601,28.144743
LPQ,Luang Phabang International Airport,Luang Phabang,LA,LA-LP,large_airport,19.904273,102.167191
LPS,Lopez Island Airport,Lopez,US,US-WA,small_airport,48.4838981628418,-122.93800354003906
LPT,Lampang Airport,,TH,TH-52,medium_airport,18.27090072631836,99.50420379638672
LPU,Long Apung Airport,Long Apung-Borneo Island,ID,ID-KU,small_airport,1.706932,114.969934
LPY,Le Puy-Loudes Airfield,"Chaspuzac, Haute-Loire",FR,FR-ARA,small_airport,45.0807,3.76289
LQM,Caucaya Airport,Puerto Leguízamo,CO,CO-PUT,small_airport,-0.182278,-74.7708
LRD,Laredo International Airport,Laredo,US,US-TX,medium_airport,27.5438,-99.461601
LRE,Longreach Airport,Longreach,AU,AU-QLD,medium_airport,-23.43202,144.277492
LRH,La Rochelle Île de Ré Airport,La Rochelle,FR,FR-NAQ,medium_airport,46.179199,-1.19528
LRM,Casa De Campo International Airport,La Romana,DO,DO-12,large_airport,18.452222,-68.911111
LRR,Lar Airport,Lar,IR,IR-07,medium_airport,27.6747,54.383301
LRS,Leros Airport,Leros Island,GR,GR-L,small_airport,37.184898,26.800301
LRU,Las Cruces International Airport,Las Cruces,US,US-NM,medium_airport,32.289398,-106.921997
LRV,Los Roques Airport,Gran Roque Island,VE,VE-W,small_airport,11.946935,-66.668333
LSA,Losuia Airport,Losuia,PG,PG-MBA,small_airport,-8.505820274353027,151.08099365234375
LSC,La Florida Airport,La Serena-Coquimbo,CL,CL-CO,medium_airport,-29.916201,-71.199501
LSE,La Crosse Regional Airport,La Crosse,US,US-WI,medium_airport,43.879002,-91.256699
LSG,Leshan Airport,Leshan (Wutongqiao),CN,CN-51,medium_airport,29.438627,103.749218
LSH,Lashio Airport,Lashio,MM,MM-17,medium_airport,22.9778995513916,97.752197265625
LSI,Sumburgh Airport,"Lerwick, Shetland",GB,GB-SCT,medium_airport,59.878899,-1.29556
LSP,Josefa Camejo International Airport,Paraguaná,VE,VE-I,medium_airport,11.780775,-70.151497
LSR,Alas Leuser Airport,Kutacane,ID,ID-AC,medium_airport,3.391456,97.863726
LST,Launceston Airport,Launceston (Western Junction),AU,AU-TAS,medium_airport,-41.544935,147.210785
LSW,Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,ID,ID-AC,small_airport,5.22668,96.950302
LSY,Lismore Airport,Lismore,AU,AU-NSW,medium_airport,-28.830689,153.258419
LTD,Ghadames Airport,Ghadames,LY,LY-NL,medium_airport,30.145484,9.702095
LTI,Altai Airport,Altai,MN,MN-065,medium_airport,46.376399993896484,96.22109985351562
LTK,Latakia International Airport,Latakia,SY,SY-LA,medium_airport,35.4011,35.9487
LTM,Lethem Airport,Lethem,GY,GY-UT,medium_airport,3.37276,-59.789398
LTN,London Luton Airport,"Luton, Luton",GB,GB-ENG,large_airport,51.874699,-0.368333
LTO,Loreto International Airport,Loreto,MX,MX-BCS,large_airport,25.989549,-111.348408
LTT,La Môle Airport,Saint-Tropez,FR,FR-PAC,small_airport,43.205399,6.482
LTU,Murod Kond Airport,Latur,IN,IN-MM,medium_airport,18.411501,76.464699
LTX,Cotopaxi International Airport,Latacunga,EC,EC-X,medium_airport,-0.906833,-78.615799
LUA,Tenzing-Hillary Airport,Lukla,NP,NP-P1,medium_airport,27.686768,86.729479
LUD,Luderitz Airport,Luderitz,NA,NA-KA,medium_airport,-26.687400817871094,15.242899894714355
LUG,Lugano Airport,Agno,CH,CH-TI,medium_airport,46.004299,8.91058
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,US-OH,medium_airport,39.102357,-84.418945
LUM,Dehong Mangshi International Airport,Dehong (Mangshi),CN,CN-53,medium_airport,24.4011,98.5317
LUN,Kenneth Kaunda International Airport,Lusaka,ZM,ZM-09,large_airport,-15.330833,28.452722
LUP,Kalaupapa Airport,Kalaupapa,US,US-HI,small_airport,21.211,-156.973999
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,AR,AR-D,medium_airport,-33.273201,-66.3564
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,US-AK,medium_airport,68.875099,-166.110001
LUV,Karel Sadsuitubun Airport,Langgur,ID,ID-MA,medium_airport,-5.760278,132.759444
LUX,Luxembourg-Findel International Airport,Luxembourg,LU,LU-L,large_airport,49.626845,6.212134
LUZ,Lublin Airport,Lublin,PL,PL-LU,large_airport,51.240157,22.713461
LVI,Harry Mwanga Nkumbula International Airport,Livingstone,ZM,ZM-07,large_airport,-17.821524,25.819642
LVO,Laverton Airport,Laverton,AU,AU-WA,small_airport,-28.614267,122.428673
LWB,Greenbrier Valley Airport,Lewisburg,US,US-WV,medium_airport,37.857914,-80.400438
LWK,Lerwick / Tingwall Airport,"Lerwick, Shetland Islands",GB,GB-SCT,small_airport,60.1922,-1.24361
LWN,Shirak International Airport,Gyumri,AM,AM-SH,large_airport,40.750401,43.859299
LWS,Lewiston Nez Perce County Airport,Lewiston,US,US-ID,medium_airport,46.3745002746582,-117.01499938964844
LWY,Lawas Airport,Lawas,MY,MY-13,small_airport,4.84917,115.407997
LXA,Lhasa Gonggar International Airport,Shannan (Gonggar),CN,CN-54,large_airport,29.298001,90.911951
LXG,Luang Namtha Airport,Luang Namtha,LA,LA-LM,small_airport,20.966999,101.400002
LXR,Luxor International Airport,Luxor,EG,EG-LX,large_airport,25.671018,32.706446
LXS,Limnos Airport,Limnos Island,GR,GR-K,small_airport,39.917098999,25.236299514799995
LYA,Luoyang Beijiao Airport,Luoyang (Laocheng),CN,CN-41,large_airport,34.7411,112.388
LYC,Lycksele Airport,Lycksele,SE,SE-AC,medium_airport,64.548302,18.7162
LYG,Lianyungang Huaguoshan International Airport,Lianyungang,CN,CN-32,large_airport,34.41406,119.17899
LYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,US-VA,medium_airport,37.326698,-79.200401
LYI,Linyi Qiyang Airport,Linyi (Hedong),CN,CN-37,medium_airport,35.052918,118.411828
LYP,Faisalabad International Airport,Faisalabad,PK,PK-PB,large_airport,31.364923,72.995319
LYR,"Svalbard Airport, Longyear",Longyearbyen,NO,NO-21,medium_airport,78.246101,15.4656
LYS,Lyon Saint-Exupéry Airport,"Colombier-Saugnieu, Rhône",FR,FR-ARA,large_airport,45.725996,5.090139
LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN,CN-51,medium_airport,31.50191,106.034417
LZH,Liuzhou Bailian Airport / Bailian Air Base,Liuzhou (Liujiang),CN,CN-45,medium_airport,24.2075,109.390999
LZN,Matsu Nangan Airport,Matsu (Nangan),TW,TW-LIE,medium_airport,26.159656,119.958376
LZO,Luzhou Yunlong Airport,Luzhou (Yunlong),CN,CN-51,medium_airport,29.030357,105.468407
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),CN,CN-54,medium_airport,29.303301,94.335297
MAA,Chennai International Airport,Chennai,IN,IN-TN,large_airport,12.990005,80.169296
MAB,João Correa da Rocha Airport,Marabá,BR,BR-PA,medium_airport,-5.36859,-49.138
MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,ES,ES-MD,large_airport,40.493407,-3.572249
MAF,Midland International Air and Space Port,Midland,US,US-TX,medium_airport,31.942499,-102.202003
MAG,Madang Airport,Madang,PG,PG-MPM,medium_airport,-5.20707988739,145.789001465
MAH,Menorca Airport,Mahón (Maó),ES,ES-IB,large_airport,39.862598,4.21865
MAJ,Marshall Islands International Airport,Majuro Atoll,MH,MH-MAJ,large_airport,7.06511,171.271656
MAK,Malakal International Airport,Malakal,SS,SS-NU,medium_airport,9.558739,31.651937
MAM,General Servando Canales International Airport,Matamoros,MX,MX-TAM,medium_airport,25.7698993683,-97.5252990723
MAN,Manchester Airport,"Manchester, Greater Manchester",GB,GB-ENG,large_airport,53.349375,-2.279521
MAO,Eduardo Gomes International Airport,Manaus,BR,BR-AM,large_airport,-3.03861,-60.049702
MAQ,Mae Sot Airport,,TH,TH-63,medium_airport,16.699899673461914,98.54509735107422
MAR,La Chinita International Airport,Maracaibo,VE,VE-V,large_airport,10.557542,-71.729307
MAS,Momote Airport,Manus Island,PG,PG-MRL,medium_airport,-2.06189,147.423996
MAU,Maupiti Airport,,PF,PF-U-A,medium_airport,-16.42650032043457,-152.24400329589844
MAZ,Eugenio Maria De Hostos Airport,Mayaguez,PR,PR-U-A,medium_airport,18.255699,-67.148499
MBA,Moi International Airport,Mombasa,KE,KE-01,large_airport,-4.03483,39.5942
MBD,Mmabatho International Airport,Mafeking,ZA,ZA-NW,medium_airport,-25.798400878900004,25.548000335699996
MBE,Monbetsu Airport,Monbetsu,JP,JP-01,medium_airport,44.303901672399995,143.404006958
MBI,Songwe Airport,Mbeya,TZ,TZ-14,medium_airport,-8.919942,33.273981
MBJ,Sangster International Airport,Montego Bay,JM,JM-08,large_airport,18.50342,-77.91323
MBL,Manistee County Blacker Airport,Manistee,US,US-MI,small_airport,44.272707,-86.246495
MBS,MBS International Airport,Freeland,US,US-MI,medium_airport,43.533181,-84.083104
MBT,Moises R. Espinosa Airport,Masbate,PH,PH-MAS,medium_airport,12.369682,123.630095
MBW,Melbourne Moorabbin Airport,Melbourne,AU,AU-VIC,medium_airport,-37.977765,145.099799
MBX,Maribor Edvard Rusjan Airport,Maribor,SI,SI-160,medium_airport,46.4799,15.6861
MCE,Merced Regional Macready Field,Merced,US,US-CA,medium_airport,37.284698,-120.514
MCG,McGrath Airport,McGrath,US,US-AK,medium_airport,62.95289993,-155.6060028
MCI,Kansas City International Airport,Kansas City,US,US-MO,large_airport,39.301699,-94.713893
MCK,McCook Ben Nelson Regional Airport,McCook,US,US-NE,medium_airport,40.207787,-100.592794
MCN,Middle Georgia Regional Airport,Macon,US,US-GA,medium_airport,32.69279861450195,-83.64920043945312
MCO,Orlando International Airport,Orlando,US,US-FL,large_airport,28.429399490356445,-81.30899810791016
MCP,Macapá - Alberto Alcolumbre International Airport,Macapá,BR,BR-AP,medium_airport,0.050664,-51.072201
MCT,Muscat International Airport,Muscat/Seeb,OM,OM-MA,large_airport,23.600218,58.285268
MCV,McArthur River Mine Airport,McArthur River Mine,AU,AU-NT,small_airport,-16.4424991608,136.083999634
MCW,Mason City Municipal Airport,Mason City,US,US-IA,medium_airport,43.159801,-93.329716
MCX,Makhachkala Uytash International Airport,Makhachkala,RU,RU-DA,large_airport,42.816799,47.652302
MCY,Sunshine Coast Airport,Maroochydore,AU,AU-QLD,large_airport,-26.593324,153.08319
MCZ,Zumbi dos Palmares International Airport,Maceió,BR,BR-AL,large_airport,-9.512559,-35.791839
MDC,Sam Ratulangi International Airport,Manado,ID,ID-SA,large_airport,1.548591,124.92625
MDE,Jose Maria Córdova International Airport,Medellín,CO,CO-ANT,large_airport,6.16454,-75.4231
MDG,Mudanjiang Hailang International Airport,Mudanjiang,CN,CN-23,medium_airport,44.525172,129.568634
MDI,Makurdi Airport,Makurdi,NG,NG-BE,medium_airport,7.70388,8.61394
MDK,Mbandaka Airport,Mbandaka,CD,CD-EQ,medium_airport,0.0226000007242,18.2887001038
MDL,Mandalay International Airport,Mandalay,MM,MM-04,large_airport,21.702199935913086,95.97789764404297
MDQ,Ástor Piazzola International Airport,Mar del Plata,AR,AR-B,medium_airport,-37.9342,-57.5733
MDT,Harrisburg International Airport,Harrisburg,US,US-PA,medium_airport,40.192838,-76.762333
MDU,Mendi Airport,Mendi,PG,PG-SHM,medium_airport,-6.14774,143.656998
MDW,Chicago Midway International Airport,Chicago,US,US-IL,large_airport,41.785999,-87.752403
MDZ,Governor Francisco Gabrielli International Airport,Mendoza,AR,AR-M,large_airport,-32.831699,-68.7929
MEB,Melbourne Essendon Airport,Essendon Fields,AU,AU-VIC,medium_airport,-37.7281,144.901993
MEC,Eloy Alfaro International Airport,Manta,EC,EC-M,medium_airport,-0.9460780024528503,-80.67880249023438
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,SA-03,large_airport,24.5534,39.705101
MEE,Maré Airport,Maré,NC,NC-01,medium_airport,-21.482438,168.038465
MEG,Malanje Airport,Malanje,AO,AO-MAL,medium_airport,-9.525090217590332,16.312400817871094
MEH,Mehamn Airport,Mehamn,NO,NO-56,medium_airport,71.029701,27.8267
MEI,Key Field / Meridian Regional Airport,Meridian,US,US-MS,medium_airport,32.3326,-88.7519
MEL,Melbourne Airport,Melbourne,AU,AU-VIC,large_airport,-37.670732,144.837898
MEM,Frederick W. Smith International Airport,Memphis,US,US-TN,large_airport,35.043845,-89.97634
MEQ,Cut Nyak Dhien Airport,Kuala Pesisir,ID,ID-AC,medium_airport,4.040998,96.253312
MEX,Mexico City Benito Juárez International Airport,Mexico City,MX,MX-DIF,large_airport,19.435822,-99.07033
MFA,Mafia Airport,Kilindoni,TZ,TZ-19,small_airport,-7.917478,39.668502
MFE,McAllen Miller International Airport,McAllen,US,US-TX,medium_airport,26.176141,-98.237965
MFG,Muzaffarabad Airport,Muzaffarabad,PK,PK-JK,small_airport,34.338835,73.508886
MFJ,Moala Airport,Moala,FJ,FJ-E,small_airport,-18.566699981699998,179.951004028
MFK,Matsu Beigan Airport,Matsu (Beigan),TW,TW-LIE,medium_airport,26.22414,120.002679
MFM,Macau International Airport,Nossa Senhora do Carmo,MO,MO-CAR,large_airport,22.149599,113.592003
MFR,Rogue Valley International-Medford Airport,Medford,US,US-OR,medium_airport,42.374199,-122.873001
MFU,Mfuwe International Airport,Mfuwe,ZM,ZM-03,large_airport,-13.2589,31.9366
MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI,NI-MN,large_airport,12.1415,-86.168198
MGB,Mount Gambier Airport,Mount Gambier,AU,AU-SA,medium_airport,-37.744382,140.780561
MGC,Michigan City Municipal Airport,Michigan City,US,US-IN,medium_airport,41.7033,-86.821198
MGF,Regional de Maringá - Sílvio Name Júnior Airport,Maringá,BR,BR-PR,medium_airport,-23.47606,-52.016187
MGH,Margate Airport,Margate,ZA,ZA-NL,medium_airport,-30.8574008942,30.343000412
MGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,US-AL,medium_airport,32.300598,-86.393997
MGQ,Aden Adde International Airport,Mogadishu,SO,SO-BN,large_airport,2.01444,45.304699
MGT,Milingimbi Airport,Milingimbi Island,AU,AU-NT,small_airport,-12.0944004059,134.893997192
MGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,US-WV,medium_airport,39.643305,-79.917598
MGZ,Myeik Airport,Mkeik,MM,MM-05,medium_airport,12.439800262451172,98.62149810791016
MHC,Mocopulli Airport,Dalcahue,CL,CL-LL,small_airport,-42.340388,-73.715693
MHD,Mashhad International Airport,Mashhad,IR,IR-09,large_airport,36.234821,59.642949
MHG,Mannheim-City Airport,Mannheim,DE,DE-BW,medium_airport,49.473057,8.514167
MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS,BS-CO,medium_airport,26.510711,-77.084262
MHK,Manhattan Regional Airport,Manhattan,US,US-KS,medium_airport,39.14099884033203,-96.6707992553711
MHM,Manaoba Airport,Manaoba,SB,SB-ML,small_airport,-8.325008,160.80051
MHQ,Mariehamn Airport,Mariehamn,FI,FI-01,medium_airport,60.1222,19.898199
MHT,Manchester-Boston Regional Airport,Manchester,US,US-NH,medium_airport,42.932598,-71.435699
MHU,Mount Hotham Airport,Mount Hotham,AU,AU-VIC,medium_airport,-37.0475006104,147.333999634
MHX,Manihiki Island Airport,Manihiki Island,CK,CK-U-A,small_airport,-10.38091,-160.999424
MIA,Miami International Airport,Miami,US,US-FL,large_airport,25.796011,-80.289751
MID,Manuel Crescencio Rejón International Airport,Mérida,MX,MX-YUC,large_airport,20.930485,-89.645462
MIG,Mianyang Nanjiao Airport,Mianyang (Fucheng),CN,CN-51,medium_airport,31.428101,104.740997
MII,Frank Miloye Milenkowichi–Marília State Airport,Marília,BR,BR-SP,medium_airport,-22.196899,-49.926485
MIJ,Mili Island Airport,Mili Island,MH,MH-MIL,small_airport,6.084754,171.731419
MIM,Merimbula Airport,Merimbula,AU,AU-NSW,medium_airport,-36.9085998535,149.901000977
MIR,Monastir Habib Bourguiba International Airport,Monastir,TN,TN-52,medium_airport,35.75809860229492,10.75469970703125
MIS,Misima Island Airport,Misima Island,PG,PG-MBA,small_airport,-10.689200401299999,152.837997437
MIU,Maiduguri International Airport,Maiduguri,NG,NG-BO,large_airport,11.854163,13.080702
MJE,Majkin Airport,Majkin,MH,MH-NMU,small_airport,8.163362,168.173862
MJF,"Mosjøen Airport, Kjærstad",Mosjøen,NO,NO-18,medium_airport,65.783997,13.2149
MJI,Mitiga International Airport,Tripoli,LY,LY-TB,large_airport,32.89177,13.287878
MJK,Shark Bay Airport,Denham,AU,AU-WA,medium_airport,-25.897294,113.575802
MJM,Mbuji Mayi Airport,Mbuji Mayi,CD,CD-KE,medium_airport,-6.121240139010001,23.569000244099996
MJN,Amborovy Airport,Mahajanga,MG,MG-M,large_airport,-15.666842,46.351233
MJT,Mytilene International Airport,Mytilene,GR,GR-K,medium_airport,39.057406,26.598629
MJY,Motygino Airport,Motygino,RU,RU-KYA,small_airport,58.180921,94.745272
MJZ,Mirny Airport,Mirny,RU,RU-SA,medium_airport,62.534698486328125,114.03900146484375
MKE,General Mitchell International Airport,Milwaukee,US,US-WI,large_airport,42.947201,-87.896599
MKG,Muskegon County Airport,Muskegon,US,US-MI,medium_airport,43.169498,-86.238197
MKK,Molokai Airport,Kaunakakai,US,US-HI,medium_airport,21.152901,-157.095993
MKL,McKellar-Sipes Regional Airport,Jackson,US,US-TN,medium_airport,35.599899,-88.915604
MKM,Mukah Airport,Mukah,MY,MY-13,medium_airport,2.881944,112.043333
MKP,Makemo Airport,Makemo,PF,PF-U-A,medium_airport,-16.5839,-143.658005
MKQ,Mopah International Airport,Merauke,ID,ID-PS,medium_airport,-8.523898,140.419693
MKR,Meekatharra Airport,,AU,AU-WA,medium_airport,-26.6117000579834,118.5479965209961
MKU,Makokou Airport,Makokou,GA,GA-6,medium_airport,0.5792109966278076,12.890899658203125
MKW,Rendani Airport,Manokwari,ID,ID-PB,medium_airport,-0.891833,134.048996
MKY,Mackay Airport,Mackay,AU,AU-QLD,medium_airport,-21.170816,149.182588
MKZ,Malacca International Airport,Malacca,MY,MY-04,medium_airport,2.265613,102.252778
MLA,Malta International Airport,Valletta,MT,MT-25,large_airport,35.845932,14.491546
MLB,Melbourne Orlando International Airport,Melbourne,US,US-FL,medium_airport,28.102009,-80.641088
MLE,Velana International Airport,Malé,MV,MV-MLE,large_airport,4.19183,73.529099
MLG,Abdul Rachman Saleh Airport,Malang,ID,ID-JI,medium_airport,-7.929099,112.714233
MLI,Quad City International Airport,Moline,US,US-IL,medium_airport,41.448502,-90.5075
MLL,Marshall Don Hunter Sr Airport,Marshall,US,US-AK,small_airport,61.8643,-162.026001
